review_comment_message,feeling
entrega antes prazo produto correto ótima qualidad,2
problema sistema correios conta grev,2
chegou certo dentro prazo enfeite bem feito,2
perfeito produto entregue antes combinado,2
carrinho veio defeito,0
ja enviei varios emails reclamando sobre entrega produto n respondem,0
excelente esposo amo,2
ótimo produto valeu pena,2
momento recebemos produto,0
comprei bacias achei bacias grandes vieram pequenas nao gostei queria jogos bacias grandes ate pequena acredito la cusin,2
loja recomendada produto anunciado entrega bem rápida,2
produto conforme anunciado recomendo,2
gosto sempre comprar lannist,2
entrega rapida eficient,2
fiquei satisfeita mercadorias recebida,2
produto bom forte hora funciona hora poblema tomada boa maquina,1
maravilhosa veio jeito queria,2
adorei produto obtive ótima entrega,2
entrega rápida antes prazo excelent,2
chegou correto vou instalar testar agora,2
pedido entregue antes previsto,2
absurdo atraso,0
material parece camelo preço val,1
maravilhoso,2
produto boa qualidade entregue prazo combinado,2
achei prazo entrega longo,1
bom dia ja fiz duas reclamações ainda nao respondida recebi dia kits nao entregues kits comprei pedido veio incompleto preciso desses kits ate dia,0
quero produto paguei nao recebi,0
produto correto recebi antes prazo informado parabén,2
chegou antes prazo informado demonstra confiança vendedor,2
frete alto hahah chegou bem antes esperado,2
produto mal acabado,0
achei atendimento vendedora lannister telefone bom gostaria sugerir produto adquirido pagamento vista desconto preço,2
poderia colocar essência perfume achei fraco outro contratipo si oui linn young bem concentrado dura,1
bom dia recebi produto correto site selecionei produto venho outro,0
péssimo serviço atendimento resolver problemas venho passando via crúcis receber informação agora cancelar venda,0
tudo dentro esperado recomendo punhos hercúleos todos clientes lannist,2
nao recebi compra,0
vez atendimento stark excelent,2
produtos entregues corretamente problema,2
produto veio certo,2
produto comprado quase mês ainda entregue compras anteriores realizadas site entregues semana apesar demora nessa entrega recomendo sit,2
produto otimo,2
produto entregue data previsto vc liga pra informação telefones sempre congestionados funciona sistema,0
gostei tudo continue trabalhando dedicação atenção zelo,2
anuncio falava couro porem couro,1
chegou antes prazo,2
veio procuro diferente cancelando pedindo devolução dinheiro,0
solucionado cancelamento produto entregue tentei entrar contato recebimento código envio obtive resposta,0
tudo joia,2
produto qualidad,2
bom,2
amei,2
entregue último dia poderia ant,2
loja segura responsável recomendo pois organizado preocupado satisfação client,2
produto chegou antes prazo,2
entrega rápida antes prazo estipulado,2
produto bom entrega tempo menor prazo pedi fds chegou outra semana menos semana entregar recomendo,2
todo descritivo correto produto enviando incorreto gerando problemas devolução novo recebimento alem aumentar ainda prazo entrega,0
recebi produto faz dias comprei agora apareceu compra pedido cancelado cancelei nada paguei primeira parcela exijo respeito porque brinquedo,0
chegou bem antes data satisfeita,2
retirar produto correio pois entregam onde moro chegou outra cor chegou perfeito estado,2
quase tudo perfeito apesar entregue prazo prazo dado poderia curto,2
fácil rápido eficiente entregue bem antes previsto,2
melhor esperado,2
perfeita entrega comprarei vez,2
acabamento bom desenho bonito material qualidad,2
gostei produtos prazo entrega,2
percebi havia pedido voltagem equivocada assim enviei pedido tentei ligar fazer contato site enfim todas possibilidades consegui fazer contato pedindo devolução,1
ainda avaliando qualidade produto pois nao conhecia,2
avaliei recebido mercadoria porém abri ainda ver correta defeitos pois viagem entregue empresa creio deve tudo certo conforme pedido,2
amei super recomendo,2
comprei feno grego entregaram ginkgo biloba peço encarecidamente realizem troca residência obrigada,0
produto ok pena nao ter chegado ant,2
precisa melhorar embalagem panelas vieram arranhadas forcado pra caber caixa,2
bom,2
achei qualidade melhor,1
recebi produto comprei quero ver agora vai pra trocar,0
amei perfeito igual site cores desenho,2
boa,1
ótimo,2
loja ofertou produto preço abaixo mercado realizei compra loja liga cancelando compra cumpriu valor oferta anunci,0
bom,2
cabo conexão curto extensão usar tomada vermelha w invertida ligar lavadora fio encosta parte superior transformador aquece perigoso,1
tudo ok,2
péssimo compro internet nunca acontecido comprei dois ítens recebi além disso anúncio falava bivolti recebi produto v qualidade ª revoltada,0
entrega antes prazo rápido perfeita,2
loja compriu prazo entrega prazo ok,2
boa noite informo nao recebi item barra fixa paralela mista crossfit musculacao pull up bar motivo ainda vai entregu,0
bom produto,2
produto ótimo entregue dentro prazo previsto,2
produto chegou corretamente jeito encomendei,2
entregue prazo recomendo sim,2
bom produto recomendo chegou certinho,2
entregaram produto todo,0
tudo ok,2
passou prazo dado ainda aguardando mercadoria,0
recebi tudo certinho,2
tudo ótimo,2
produto medida m porém cm,2
bom deram pra entrega dias úteis prazo máximo entrega tudo recebi produto menos tempo parabéns recomendo,2
oi gostaria segunda dia produto vier vou entrar contato banco pra vc devolverem parcelas pagas suspender restantes aguardo retorno,0
produto bom,2
encomenda deu probleminha ajuda vendedor horário comercial ajudou resolv,2
recebi produto obrigado,2
lindo nota,2
entrega rápida produto qualidad,2
comprei duas cortinas porém chegou quero saber aconteceu entro site lannister diz atrazo envio dessa mercadoria porém pedido entregue mentira,0
gostei produto chegou antes prazo sei estrelas veio pequeno defeito parte superior carteira afeta uso,2
chegou praso produto bom,2
gostei porém achei peça menor ficaria encaixada cel solta muita facilidad,1
capa ótima película cobre toda tela,2
recebi produto pedi porém achei mochila desalinhada bamba parte frente curta trá,1
recebi travesseiros comprei paguei porém recebi unidade produto quero segundo travesseiro dinheiro volta,0
gostei bastant,2
produto veio apenas alguns arranhado,2
produto ótimo chegou tres dias parabén,2
aguardo contato acerca produto ainda entregu,0
pedido entregue bem antes prazo limite estimado satisfeita,2
produto ainda nao entregue consta retirada correios paraná vez moro paulo capital fico perguntando farei proeza preciso duma posição urgent,0
recebi produto,0
sempre tudo perfeito parabén,2
satisfeito nota,2
produto qualidade prazo entrega conforme combinando,2
cancelei compra sei porque insistindo entrega,0
bom recebimento bem antes prazo,2
recebi antes prazo produto superou expectativa,2
produto bom solta lavei duas vezes param soltar suja quarto casa toda enche cobertor,2
bom produto chegou rápido recomendo,2
entregou dentro prazo produto correspondeu expectativas lindo ficou ótimo sala r,1
chegou certinho,2
chegou td perfeito porem datas diferentes satisfeita produto,2
recebi mail confirmação produto ainda entregue várias compras recentes fiz stark unico produto ainda entregu,0
recebi apenas comprei,1
bom atendimento,2
chegou dentro prazo determinado usei produto ainda avaliá lo,2
produto ainda entregu,0
entrando queixa procom consigo falar niquem dessa loha,0
produto chegou entes prazo entrega recomendo,2
muita demora entrega,0
testei gostei escolha alimentos espessura corte tempo aparelho influenciam resultado kiwi mamão banana maçã morango uva apresentaram bons resultados goiaba fic,2
recebi bem antes prazo final recomendo loja,2
produto entregue porém faltando peças comprei dois jogos cabides cada recebi cabides favor providenciar entrega restante aguardo providência,0
todos tapetes medidas errada comprei passadeiras medida veio todos medidas erradas lástima,0
entregue dentro esperado produto excelent,2
recebi tudo dia todos produtos boa qualidad,2
melhor compra ano,2
produto excelente rápida entrega,2
entrega super atrasada,0
perfeito,2
produto entregaram mostram tv pq nada v,0
cumpre tudo descrito anúncio,2
produto excelente qualidad,2
entrega super rápida,2
sempre tudo conforme prometido,2
sim porque outros produtos entrego prazo determinado insastisfeito porque entrega cumprido prazo previsto esperando quase dia,1
excelente vendedor rápido eficient,2
maravillosa loja produtos primeira qualidad,2
paguei produto ainda cheg,0
produto bem embalado boa qualidad,2
produto ótima qualidade entregue dentro prazo,2
responsabilidade dom cliente parabén,2
parabéns chegou bem antes prazo previsto produto bom,2
ok,1
porém chegou bateria,2
pedi cancelamento mesma hora assim mandaram correio quero estorno brigador,0
produto chegou bem antes prazo,2
produto chegou exatamente combinado recomendo,2
bolsa linda material bom fiquei satisfeita super recomendo,2
produto compatível preço,1
embora recebido termômetro forno diferente foto apresentado tendo informação imagens ilustrativas sugiro fiéis vendendo,0
tapete lindo bebê am,2
recebi esperava antes prazo parabéns toda equipe lannist,2
recomendaria pois produto loja fez nada client,0
produto conforme anunciado,2
adorei fazer compra chegou antes prazo recomendo,2
fiz compra app loja produto ficou emitir nota fiscal nunca feito,0
produto entregue super rápido bem antes data prevista,2
entrega antes prazo estimado,2
recebi somente jogo lençol sendo paguei liguei loja ficaram dar retorno segunda feira espero resolvido pois contrario tomarei providencia,0
gostei produto,2
recebi mail enviariam pois produto estoque estornariam dinheiro porém veio cobrança cartão primeira parcela vamos resolv,0
produto boa qualidade sei dizer ainda quantos benefício,1
película bem tecnológica aparentemente mito boa proteger tela smartphone parte bordas ficaram bem aderentes tela smartphon,1
site confiável entrega realizada antes prazo máximo,2
tudo certo,2
gostei porque vem manual instruções deveria vir explicando pra quais áreas corpo devem usadas obrigada,2
amei produto,2
produto chegou atrasado pessima loja,0
entregue produto aquem solicitado veio medida pequeno site venda ideal ter link demonstrativo m gg att laudenir carvalho,2
satisfeito,2
entrega correta deste produto,2
veio totalmente diferente pedido,0
recebi dentro prazo mim elástico veio elástico diz branco veio amarelado mosquiteiro,1
recebi produto antes prazo porem funciona,0
entrega dentro prazo recomendo,2
gostaria sabe aconteceu produto desepicionada lojas lannister preciso urgente posição loja pois primeira prestação cartão sendo paga,0
demorou demai entrega mes entregar przo dado dias nao gostei ainda esperando entrega,0
produto testado aprovado obrigado cumprimentos entrega prazo respeito responsabilidade ato entrega,2
produto ótima qualidade recomendo,2
produto entregue fato comprei destarte considero entregue funko errado coleção errada caixa parecendo bagaço cana tão surrada informo ainda solicitação aberta,0
faz dias produto comprado ainda recebi,0
produto qualidad,1
gostei acabamento bordado poderia ter sido trabalhado melhor,0
passou prazo produto cheg,0
gostei produto logística,2
produto apenas testado funcionando espero uso contínuo alto verão corresponda expectativa,2
película menor tela celular,0
entregue prazo,2
ótimo,2
pedido entregue restrições atraso,2
